anon_id,arm,model,query_id,query_type,hop_count,source_file
A0061,Planned,qwen2.5:7b,Q25,runtime_similarity,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0062,Planned,qwen2.5:7b,Q06,1-hop_language,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0063,Planned,qwen2.5:7b,Q07,1-hop_character,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0064,Planned,qwen2.5:7b,Q68,2-hop_setting_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0065,Planned,qwen2.5:7b,Q83,2-hop_collectiontype_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0066,Planned,qwen2.5:7b,Q20,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0067,Planned,qwen2.5:7b,Q80,2-hop_ddc_branch,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0068,Planned,qwen2.5:7b,Q44,1-hop_category,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0069,Planned,qwen2.5:7b,Q91,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0070,Planned,qwen2.5:7b,Q21,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0071,Planned,qwen2.5:7b,Q01,1-hop_author,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0072,Planned,qwen2.5:7b,Q96,runtime_similarity,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0073,Planned,qwen2.5:7b,Q58,1-hop_publisher_city,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0074,Planned,qwen2.5:7b,Q94,collaborative_shared_ddc,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0075,Planned,qwen2.5:7b,Q54,1-hop_character,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0076,Planned,qwen2.5:7b,Q90,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0077,Planned,qwen2.5:7b,Q26,runtime_similarity,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0078,Planned,qwen2.5:7b,Q72,2-hop_author_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0079,Planned,qwen2.5:7b,Q85,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0080,Planned,qwen2.5:7b,Q78,2-hop_author_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0081,Planned,qwen2.5:7b,Q65,2-hop_vibe_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0082,Planned,qwen2.5:7b,Q30,branch_filter_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0083,Planned,qwen2.5:7b,Q28,branch_filter_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0084,Planned,qwen2.5:7b,Q89,collaborative_shared_vibe,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0085,Planned,qwen2.5:7b,Q98,branch_filter_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0086,Planned,qwen2.5:7b,Q05,1-hop_ddc,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0087,Planned,qwen2.5:7b,Q55,1-hop_character,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0088,Planned,qwen2.5:7b,Q76,2-hop_author_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0089,Planned,qwen2.5:7b,Q12,2-hop_vibe_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0090,Planned,qwen2.5:7b,Q70,2-hop_author_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0091,Planned,qwen2.5:7b,Q87,3-hop_vibe_setting_category,3,eval_results_planned_qwen25_20260719_ctxfix.json
A0092,Planned,qwen2.5:7b,Q14,2-hop_author_vibe,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0093,Planned,qwen2.5:7b,Q18,2-hop_collectiontype_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0094,Planned,qwen2.5:7b,Q29,branch_filter_author,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0095,Planned,qwen2.5:7b,Q32,1-hop_author,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0096,Planned,qwen2.5:7b,Q36,1-hop_vibe,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0097,Planned,qwen2.5:7b,Q95,runtime_similarity,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0098,Planned,qwen2.5:7b,Q04,1-hop_category,1,eval_results_planned_qwen25_20260719_ctxfix.json
A0099,Planned,qwen2.5:7b,Q15,2-hop_author_setting,2,eval_results_planned_qwen25_20260719_ctxfix.json
A0100,Planned,qwen2.5:7b,Q82,2-hop_collectiontype_category,2,eval_results_planned_qwen25_20260719_ctxfix.json
